,menus.description,menus.name
620,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
622,Lightly battered fish fillet drizzled with creamy lime sauce and topped with shredded cabbage and fresh cilantro all tucked into two warm corn tortillas and served with a fresh lime wedge.,Taco
623,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
624,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
626,"Beef or chicken. with onions, olives, tomatoes, cheddar cheese and lettuce",Taco
628,Two delicious fish tacos with cabbage and pico de gallo with tartar sauce. Served with rice and beans,Taco
634,"Ground beef, shredded beef, chicken tacos come with lettuce cheese and tomato on hard corn tortilla shell. Carne asada and carnitas tacos come with pico de gallo on soft corn tortilla.",Taco
638,"Soft corn or flour tortillas topped with sauteed garlic, spinach, carrots, mushroom, tomatoes, avocado, and cilantro",Taco
639,"Soft corn or flour tortillas topped with caramelized pork carnitas, jack cheese, pineapple and fresh avocado slices served with Mexican slaw, marinated caramelized onions and guajillo chile sauce",Taco
641,"Soft corn or flour tortillas topped with sauteed garlic, spinach, carrots, mushroom, tomatoes, avocado, and cilantro",Taco
642,"Soft corn or flour tortillas topped with caramelized pork carnitas, jack cheese, pineapple and fresh avocado slices served with Mexican slaw, marinated caramelized onions and guajillo chile sauce",Taco
653,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
654,"Wahoo, avocado, cabbage, pico de gallo  and avocado salsa.",Taco
655,"Hand breaded fried wahoo, topped with   cabbage, pico de gallo and tangy salsa",Taco
656,"Any combination of two original baja or americano soft  tacos. served with rice and black or pinto beans. choice  of chicken, pork carnitas, steak, wahoo or shrimp.",Taco
657,"Grilled corn tortillas with salsa, onions and cilantro.  choice of chicken, pork carnitas, steak or shrimp.",Taco
662,"Steamed asian buns with roasted pork, marinated cucumbers, carrots and onion with chiles, cilantro and sesame seeds.",Taco
664,"Three soft corn tortillas filled with spicy chicken or shrimp, avocado, tomato, onions, cilantro and crema. Served with spanish rice",Taco
665,"Soft corn tortillas filled with grilled or crispy tempura fish, avocado, tomato, onions, cilantro and crema. served with black beans and rice.",Taco
667,"Soft corn tortillas filled with spicy chicken, cheese, avocado, tomato, onions and cilantro. Served with black beans and rice.",Taco
675,Shrimp in ranchero sauce,Taco
678,"Coconut rock shrimp, jicama, avocado, sarachi creme",Taco
679,"Roasted corn salsa, poblano creme, cilantro",Taco
680,"King crab, pickled cucumbers, ceviche sauce",Taco
682,achote chicken or carne asada steak,Taco
684,Choice of fish or chicken. Served with lime cilantro sour cream and pico de gallo,Taco
687,Chicken or beef,Taco
688,"Three flour tortillas with grilled shrimp in a spicy chile-lime sauce, fresh cilantro-lime slaw, house-made pico de gallo and sliced avocados.",Taco
689,"Three flour tortillas with crispy chicken crispers, applewood smoked bacon, tomatoes, cheese, lettuce, honey-chipotle drizzle and ranch dressing.",Taco
690,"Three flour tortillas with grilled chicken, applewood smoked bacon, tomatoes, cheese, lettuce and ancho-chile ranch dressing.",Taco
691,"Fish or shrimp with asian sauce, served with bean salsa and rice",Taco
692,Asian sauce,Taco
693,"Three grilled shrimp tacos with avocado, lemon juice, lettuce and tomato, served with Mexican rice, salad and sliced avocados.",Taco
694,"Three grilled tilapia tacos with avocado, lemon juice, lettuce and tomato, served with Mexican rice, salad and sliced avocados.",Taco
695,Three mushroom tacos with garlic butter and chihuahua cheese served with pico de gallo.,Taco
697,"Three crispy, soft, or flour tacos filled with ground beef or chicken.",Taco
698,Beef or chicken.,Taco
699,"Beef, chicken, guisada pork, or ground beef.",Taco
700,Beef or chicken.,Taco
708,"Served with three crispy tacos, rice, and beans",Taco
710,"Spiced chicken, tomato sauce. Mozzarella and cheddar cheese, jalapeno peppers, tomatoes, diced onions. Topped with crushed yellow corn tortilla chips.",Taco
712,"Crisp Slaw, Cilantro Corn Relish, Avocado Ranch",Taco
723,"Cooked with bell pepper, onion, cilantro, cheese, avocado, sour cream and hot sauce,",Taco
724,"Cooked with bell pepper, onion, cilantro and hot sauce",Taco
725,"Choice of meat, onion, and cilantro, cream, avocado, cheese and hot sauce",Taco
726,"Choice of meat, onion, cilantro and hot sauce",Taco
729,"Crispy fried alaskan pollock, pico de gallo, cabbage, cheese and our signature ancho chile sauce wrapped in flour tortillas. served with rice pilaf.",Taco
730,"Crispy fried alaskan pollock, pico de gallo, cabbage, cheese and our signature ancho chile sauce wrapped in a flour tortilla. served with rice pilaf.",Taco
731,Pork tacos,Taco
732,Chicken tacos,Taco
733,Ground beef tacos,Taco
734,Mexican style tacos,Taco
735,Corn or flour,Taco
738,"Filled with grilled shrimp. Topped with lettuce, tomato and cheese or cilantro and onion",Taco
739,"Filled with grilled tilapia. Topped with lettuce, tomato and cheese or cilantro and onion",Taco
741,Filled with cow tongue. Topped with cilantro and onion,Taco
743,"Filled with steak grilled with tomatoes and onions. Topped with lettuce, tomato and cheese or cilantro and onion",Taco
744,"Filled with marinated pork with dried chiles, achiote and pineapples. Topped with cilantro and onion",Taco
745,"Filled with crispy pork marinated with oranges, garlic and Bay leaves. Topped with cilantro and onion",Taco
746,Filled with shredded beef. Topped with cilantro and onion,Taco
747,"Filled with chorizo. Topped with lettuce, tomato and cheese or cilantro and onion",Taco
748,"Filled with chicken or beef topped with lettuce, tomato and cheese",Taco
750,"With choice of chicken, beef or pork with diced onion, fresh cilantro, tomato and salsa",Taco
751,"With choice of chicken, beef or pork with lettuce, tomato, cheese and salsa",Taco
755,"Two handmade soft flour tortillas filled with grilled fish, chipotle aioli, crisp lettuce, pico de gallo and cotija cheese",Taco
756,"Soft or crispy tortilla, choose from chicken  beef or carnitas",Taco
757,"Eight assorted tacos (one of each meat) on choice tortilla served with choice of cheese, lettuce, pico de gallo and choice of salsa",Taco
758,"Crispy flour tortillo bowl served with lettuce and your choice of meat, cheese, pico de gallo, corn, sour cream, guacamole and choice of salsa",Taco
761,"Choice of tortilla, choice meat, with spanish rice sauteed onions, peppers and choice of salsa",Taco
762,"Choice of tortilla served with lettuce, mozzarella, pico de gallo, and chipotle lime dressing",Taco
764,"3 Soft tacos choice of tortilla with Scrambled Eggs, your choice of Meat, Cheese, Pico de Gallo and Sour Cream",Taco
766,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
769,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
770,"2 beef or chicken hard shell taco filled with lettuce, tomatoes, onion, cheese and sour cream.",Taco
779,"Diced shrimp, tomatoes, onion, bell pepper, and melted monterey jack cheese.",Taco
780,"Two or corn tortillas with grilled  fish, red cabbage, chipotle cream, pico de gallo, mango and avocado sauce",Taco
781,(select one) chicken    carne asada    pastor    carnitas,Taco
782,"Two soft corn tortillas with grilled fish, red cabbage, cucumber, mango, cilantro",Taco
784,"Beans, rice, 3 quesos, lettuce and salsa try it crispy",Taco
786,"Spicy garlic shrimp with melted jack, onion and  cilantro on corn tortillas",Taco
787,"Zesty ground beef in a lightly fried crispy  corn shell, tres quesos, lettuce and salsa",Taco
789,"Grilled tilapia with guacamole, onion and cilantro  on butter lettuce leaves with a chipotle cream sauce",Taco
792,"Blackened white fish topped with pico de gallo, cabbage and a chipotle sauce inside a flour tortilla.",Taco
794,"Sweet and sour cabbage, guacamole",Taco
795,"Pickled red onion, pea tendrils",Taco
796,Cucumber-mango relish,Taco
800,"3 Soft tacos filled with your choice of charcoal broiled chicken, pork, or steak. Served with guacamole and pico de gallo salsa",Taco
801,"Your choice of marinated beef or chicken. Served in a three soft corn tortilla with tomato, spring onions, lettuce, and cilantro. Includes guacamole",Taco
811,"Chicken, steak, pork or fish",Taco
815,"Three soft tacos with fillet fish, special sauce, onions, tomato, cilantro, and lettuce",Taco
816,Chicken or shredded beef,Taco
818,Ono fried in butter and garlic,Taco
819,"One fish with dabs of frijoles all bundled in a soft fried shell corn tortilla and served with lettuce, salsa fresca and grated cheese",Taco
821,"Choice of Chicken, Beef or Pork and Potatoes, Topped with lettuce, sauce and cheese",Taco
822,"Charbroiled steak chunks with of frijoles all bundled in a hot soft fried tortilla and served topped with lettuce, and grated cheese",Taco
823,"Choice of Enchilada Chicken, Beef or Cheese",Taco
824,Your choice of crispy of soft,Taco
825,Bull Tail Taco,Taco
826,Hake dices,Taco
827,Hake dices,Taco
828,Bull Tail Taco,Taco
829,Taco tail with guacamole and red onion 2 units,Taco
833,"Taco meat, nacho, cheese, lettuce, nacho chips, black olive",Taco
835,8 Shredded beef or shredded chicken tacos.,Taco
836,"Fresh cut romaine lettuce, tomatoes, sour cream, guacamole and cheese served in chalupa shell.",Taco
838,"Warm corn tortillas filled with seasoned shredded chicken and topped with cheese, lettuce and tomato. served with pinto beans and our santa fe salad",Taco
839,"2 flaky beer battered filets inside warm corn tortillas with cabbage and tomato. served with pinto beans topped with cheddar cheese, a fresh santa fe salad and our spicy baja sauce",Taco
840,"Chicken carne asada, carnitas, ground beef",Taco
841,Crispy tacos mexican tacos soft tacos,Taco
842,On flour tortilla - no salsa or onions,Taco
848,"Meat, Cheese and Lettuce (Hard or Soft Shells for tacos)",Taco
849,"Crisp shredded lettuce, seasoned meat, onions, black olives, tomatoes, Tortilla chips and our Mexican cheese blend",Taco
851,"Fresh guacamole, cheese, salsa fresca and lettuce. Chicken taco drizzled with chipotle sauce. With chicken or steak.",Taco
861,"Meat, onion, cilantro and salsa with rice and beans.",Taco
862,"Meat, onion, cilantro and salsa.",Taco
863,"Meat, onion, cilantro and salsa.",Taco
864,"Meat, onion, cilantro and salsa with rice and beans.",Taco
867,"Fried, grilled or blackened",Taco
868,"Fried, grilled or blackened",Taco
869,Lime-cream,Taco
870,"Two flour tortilla shells stuffed with Talapia, topped with green cabbage, diced tomatoes, refreshing cilantro and a touch of ranch dressing. Your choice grilled, blackened or fried. served with spanish rice and a side of spicy ranch dressing",Taco
871,"Corn tortilla, shrimp, Mexican cole slaw, mango black bean salsa, avocado",Taco
872,"Corn tortilla, white fish, Mexican cole slaw, avocado",Taco
873,"Flour tortilla, agave chicken salad, spring mix, goat cheese, mango black bean salsa",Taco
874,"Beef or chicken. with onions, olives, tomatoes, cheddar cheese and lettuce",Taco
875,"Beef or chicken. with onions, olives, tomatoes, cheddar cheese and lettuce",Taco
876,"Soft taco, lightly breaded fish, avocado, tomatoes, mix green, cilantro. Jalapeno, and mango salsa",Taco
877,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
884,Taco de pollo,Taco
885,Taco de carnitas,Taco
886,Taco de carne,Taco
887,Taco de asada. Spicy,Taco
897,Shrimp taco,Taco
898,Fish taco,Taco
899,Steak taco,Taco
900,No spicy stuff,Taco
901,"Wahoo, avocado, cabbage, pico de gallo  and avocado salsa.",Taco
902,"Hand breaded fried wahoo, topped with   cabbage, pico de gallo and tangy salsa",Taco
903,"Any combination of two original baja or americano soft  tacos. served with rice and black or pinto beans. choice  of chicken, pork carnitas, steak, wahoo or shrimp.",Taco
904,"Grilled corn tortillas with salsa, onions and cilantro.  choice of chicken, pork carnitas, steak or shrimp.",Taco
911,Your choice of rice or beans,Taco
915,"Two grilled and seasoned flour tortillas served with your choice of blackened shrimp or whitefish over shredded lettuce, cheese and chopped tomato. Served with salsa and island sauce.",Taco
917,"Three soft tacos with your choice of beef, chicken or tongue",Taco
918,"Two monster flour tortillas filled with your choice of meat, pico de gallo, romaine lettuce, salsa and a blend of cheeses",Taco
921,"2 tacos, rice and beans",Taco
923,With chips,Taco
924,(corn or flour) with chips and salsa,Taco
925,"Our slow smoked shredded pulled pork, topped with our award winning ECW Golden BBQ sauce, with pico de gallo, shredded lettuce, chipotle sour cream, and mozzarella cheese, all layered in three warm soft flour tortillas.",Taco
926,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
930,Four rolled taquitos.,Taco
931,Regular tacos with your choice of meat and salsa.,Taco
932,Roasted marinated pork. With onions and cilantro.,Taco
933,"Seasoned beef, cheddar cheese, black olives, tortilla chips, salsa and sour cream",Taco
934,"(4) flour tortilla stuffed with tuna and haddock, cheddar cheese, pico de gallo, mixed field green lettuce",Taco
935,"Shredded pork tenderloin simmered in achiote sauce, wrapped in corn tortillas. topped with marinated red onion. charro or refried beans and rice",Taco
936,"shredded pork tenderloin simmered in achiote sauce, wrapped in corn tortillas. topped with marinated red onion. charro or refried beans and rice",Taco
