,menus.description,menus.name
578,"Refried beans, bacon, sausage, cheese, potato, avocado and egg wrapped in a homemade flour tortilla and topped with spicy salsa and sour cream",Burrito
579,"A mix of zucchini, summer squash, green peppers, onions and mushrooms, wrapped in a warm flour tortilla",Burrito
582,Fried fish with rice in a flour tortilla smothered in a jalapeno mayo. garnished with lettuce and pico de gallo. served with a side of tomato salad. no beans.,Burrito
586,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
587,"Grilled flour tortilla filled with rice, beans, vegetables, cheese and guacamole topped with tomatillo cream sauce. With chicken or pork",Burrito
588,"Small flour tortilla filled with chicken, beans, rice, cheese and sour cream",Burrito
590,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
591,"Ham, potatoes, scrambled egg, Am. cheese",Burrito
592,"Egg, potato, cheddar cheese, spiced hummus",Burrito
597,"A monster burrito with chicken, cheese, cilantro rice, onions and peppers. Served with guacamole, sour cream, salsa and black beans",Burrito
601,"Flour tortilla, scrambled eggs, chorizo sausage, caramelized onions, black beans, Monterey cheese, cheddar cheese, guacamole, salsa, sour cream, jalapenos",Burrito
603,"Our big bowl piled high with lettuce, pico de galo, sour cream, chihuahua cheese, rice, refried beans, guacamole, and your choice of meat",Burrito
609,Seasoned lean shredded beef and mild real cheddar cheese all wrapped in a warm flour tortilla.,Burrito
610,"Homemade beans, mild red sauce, and mild real cheddar cheese all wrapped in a warm flour tortilla.",Burrito
612,"Seasoned lean ground beef, mild red sauce and mild real cheddar cheese all wrapped in a warm flour tortilla.",Burrito
613,"Homemade beans, spicy green sauce, and mild real cheddar cheese all wrapped in a warm flour tortilla.",Burrito
614,"Homemade beans, seasoned lean ground beef, mild red sauce and mild real cheddar cheese all wrapped in a warm flour tortilla.",Burrito
617,"All white meat chicken, mild red sauce and mild real cheddar cheese all wrapped in a warm flour tortilla.",Burrito
618,"Choice of ground beef, shredded beef, or chicken burrito smothered with red sauce and mild real cheddar cheese. all platters served with seasoned mexican rice, homemade beans, guacamole and sour cream. served with 32oz. drink.",Burrito
621,"Potato, egg, bacon, cheddar, pork green chili",Burrito
625,"Three eggs, hash browns, chorizo, cheddar in a flour tortilla, topped with salsa verde, sour cream, black olives",Burrito
627,"Scrambled eggs, hash browns, cheddar cheese, tomatoes, red onion, with choice of bacon or sausage, wrapped in a flour tortilla. served with a side of salsa",Burrito
629,"Large flour tortilla filled with beans, rice, pico de gallo, cheese, lettuce, and tomatoes.",Burrito
630,"(Wet or dry) large flour tortilla filled with beans, rice, pico de gallo, cheese, and lettuce. Also available with pot boiled beans",Burrito
631,"Large grill fried (shredded beef or chicken only) burrito. Topped with sour cream then covered with lettuce, cheese and tomatoes.",Burrito
632,Large pork and beans burrito inside. Then covered with refried beans and topped with melted cheese.,Burrito
633,"Large pork and bean burrito inside. Then covered with our famous enchilada sauce, melted cheese and side of sour cream.",Burrito
635,"Large flour tortilla filled with beans, rice, pico de gallo, cheese, lettuce, and tomatoes.",Burrito
636,Flour tortilla filled with meat and beans.,Burrito
637,Pork and beans,Burrito
640,"Choose from grilled chicken, beef, or pork layered with anchiote rice, charro beans, jack cheese, and pico de gallo served with a side of queso",Burrito
643,"Choose from grilled chicken, beef, or pork layered with anchiote rice, charro beans, jack cheese, and pico de gallo served with a side of queso",Burrito
644,"Crispy bacon, avocado, two scrambled eggs, our smoky cheese blend, freshly made pico de gallo and Chipotle sauce hand-wrapped in a large flour tortilla. Grilled and served with crispy hash browns.",Burrito
645,"Skyline black beans and rice in a soft tortilla, topped with more black beans and rice, diced tomatoes, lettuce, shredded cheddar cheese, sour cream and a black olive slice.",Burrito
646,"Skyline chili in a soft tortilla, topped with more chili and shredded cheddar cheese.",Burrito
647,"Skyline black beans and rice in a soft tortilla, topped with more black beans and rice and shredded cheddar cheese.",Burrito
648,"Skyline black beans and rice in a soft tortilla, topped with more black beans and rice, diced tomatoes, lettuce, shredded cheddar cheese, sour cream and a black olive slice.",Burrito
649,"Skyline black beans and rice in a soft tortilla, topped with more black beans and rice and shredded cheddar cheese.",Burrito
650,"Skyline chili in a soft tortilla, topped with more chili, diced tomatoes, lettuce, shredded cheddar cheese, sour cream and a black olive slice.",Burrito
651,"Skyline chili in a soft tortilla, topped with more chili and shredded cheddar cheese.",Burrito
652,"Skyline chili bean mix in a soft tortilla, topped with our secretrecipe chili, diced tomatoes, lettuce, shredded cheddar cheese, sour cream and a black olive slice.",Burrito
658,Cabo style or caesar style.,Burrito
659,"Black beans, rice, jack cheese, onions, cilantro and spicy chipotle  sauce.  choice of chicken, pork carnitas, steak, wahoo or shrimp",Burrito
660,"Black or pinto beans, rice, cilantro and onions.  choice of chicken, pork carnitas, steak, wahoo or shrimp.",Burrito
661,"Melted jack cheese, guacamole and pico de gallo.  choice of chicken, pork carnitas, steak, wahoo or shrimp.",Burrito
663,"Stuffed with scrambled eggs, chicken chorizo, potatoes, peppers and onions. Topped with melted cheese, salsa, cilantro, tomatillo and avocado cream sauce. Served with black beans.",Burrito
666,"A monster burrito with chicken, cheese, cilantro rice, onions and peppers. Served with guacamole, sour cream, salsa and black beans",Burrito
668,Seafood burrito,Burrito
669,Fish burrito,Burrito
670,Shrimp burrito,Burrito
671,Chicken burrito,Burrito
672,"Beef tongue, beans and rice",Burrito
673,"Beef, beans and rice burrito",Burrito
674,Bean and cheese burrito,Burrito
676,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
677,"Loaded with eggs, crumbled sausage, bacon and diced ham, lots of shredded cheddar cheese, then wrapped in a warm flour tortilla. Served with zest y salsa.",Burrito
681,"Chorizo, eggs, crispy potatoes cheese, chipotle sour cream",Burrito
683,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
685,"Your choice of meat with rice and beans inside the burrito, sauce and cheese on top, sour cream and guacamole on the side",Burrito
686,"Your choice of meat with rice and beans on the side, sauce and cheese on top, sour cream and guacamole on the side",Burrito
696,A large flour tortilla filled with beef or chicken and topped with ranchero or mole sauce.,Burrito
701,"Crispy bacon, avocado, two scrambled eggs, our smoky cheese blend, freshly made pico de gallo and Chipotle sauce hand-wrapped in a large flour tortilla. Grilled and served with crispy hash browns.",Burrito
702,"Large flour tortilla stuffed with grilled Chicken, fresh vegetables, mushrooms, rice",Burrito
703,"Large flour tortilla stuffed with grilled Chicken, fresh vegetables, mushrooms, rice",Burrito
704,"Large flour tortilla stuffed with rice, beans, grilled onions, green peppers",Burrito
705,"Pork carnitas, rice, beans and cheese wrapped in a flour",Burrito
706,"Grilled chicken, fajitas, rice, black beans. Cilantro crema, green peppers, onions",Burrito
707,"Your choice of chicken or beef, filled with rice and",Burrito
709,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
711,"Bacon, sausage, peppers, scrambled egg, hash browns and cheddar",Burrito
713,"Scrambled Egg, Carnitas, Cheddar Cheese",Burrito
714,"Served with rice, beans, onions, bell pepper, avocado, cream, cheese, and hot sauce",Burrito
715,"Cheese, beans, rice, onion, bell pepper, and hot sauce.",Burrito
716,"Rice, beans, topped with red sauce, choice of meat, sour cream, avocado, lettuce and tomato",Burrito
717,"Mexican sausage and eggs, beans, salsa, rice cheese, sour cream and avocado",Burrito
718,"Served with rice, beans, cheese, sour cream avocado, salsa, and choice of meat",Burrito
719,"Mexican sausage and eggs, rice, beans and salsa",Burrito
720,"Served with beans, cheese, onions, cilantro, special salsa and choice of meat",Burrito
721,"Rice, beans, lettuce, cheese, avocado, sour cream and salsa",Burrito
722,"Served with rice, beans, salsa and meat",Burrito
727,"Bulgogi beef, spanish rice, kimchi, pickled cabbage, red onion, and lettuce with sour cream, soy ginger, and cheese.",Burrito
728,"Chicken breast, avocado, black beans, corn, jack and cheddar cheese, tomatoes, lettuce, salsa, rice, and yogurt sauce",Burrito
736,"The all-new zesty cheesesteak breakfast Burritos are like tiny alarm clocks for your mouth. Combining marinated sirloin steak, zesty cheese sauce, grilled onions, golden tots, fluffy eggs and melty cheddar cheese. Because breakfast should be more Mmmm than Zzzz.",Burrito
737,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
740,"One flour tortillas filled with meat of your choice ground beef, barbacoa, chicken, pork, vegetable, or carnitas. Rice, Black Beans or Pinto refried Beans, lettuce, tomato, cheese, sour cream and guacamole. Topped with your choice of salsa verde, salsa roja, suiza sauce or mole",Burrito
742,"One flour tortilla filled with meat of your choice ground beef, barbacoa, chicken, pork, vegetable, or carnitas. Rice, Black Beans or Pinto refried Beans, lettuce, tomato, cheese, sour cream and guacamole",Burrito
749,"Bed of chopped Romaine lettuce topped with cheese, tomatoes, avocados, black beans, corn and black olives",Burrito
752,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
753,"The all-new zesty cheesesteak breakfast Burritos are like tiny alarm clocks for your mouth. Combining marinated sirloin steak, zesty cheese sauce, grilled onions, golden tots, fluffy eggs and melty cheddar cheese. Because breakfast should be more Mmmm than Zzzz.",Burrito
754,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
759,"A flour tortillo with your choice of meat, rice, beans and pico de gallo, rolled up and topped with salsa, melted cheese and sour cream",Burrito
760,"No Tortilla, Choice of Meat, Rice Beans. Choose Extra Step 3",Burrito
763,"Flour or Whole Wheat Tortilla with your choice of Meat, Rice, Beans All Wrapped Up. Choose Extra Step 3",Burrito
765,"Choice of flour or whole wheat tortilla, scrambled eggs, choice of meat, beans, pico de gallo, sour cream and salsa",Burrito
767,"Flour tortilla stuffed with scrambled eggs, potatoes, onions, green pepper and cheddar cheese. Choice of bacon, chicken, chorizo, red chili or sausage",Burrito
768,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
771,"Shrimp with cabbage, tomatoes, onions, cilantro, and our house sauce.",Burrito
772,"Carne asada, eggs, cheese, beans, and sour cream rolled in a flour tortilla.",Burrito
773,Diced pork in our chile verde sauce.,Burrito
774,Choice of grilled or shredded chicken with onions and cilantro.,Burrito
775,Mixed vegetables with sour cream and avocado.,Burrito
776,"Shredded beef, eggs and beans rolled in a flour tortilla.",Burrito
777,"Eggs, pork chorizo, and beans rolled in a flour tortilla.",Burrito
778,"Eggs, potatoes, and cheese rolled in a flour tortilla.",Burrito
783,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
785,"Beans, rice, lettuce, guacamole, sour cream,  jack and salsa",Burrito
788,"Zesty ground beef, lettuce, mixed cheese, salsa  beans and sour cream",Burrito
790,"Choice of meat, arroz, frijoles, lettuce, cheese,   sour cream and salsa (chicken, steak, al pastor  or zesty ground beef)",Burrito
791,"Our house marinated grilled chicken or sirloin stuffed in a flour tortilla with sauteed peppers and onions, lettuce, Guac, tomatoes, fresh herbs, Mexican cheese, chipotle peppers, white beans and cilantro rice.",Burrito
793,"scrambled eggs, mashed avocado, jack cheese, salsa",Burrito
797,"Large flour tortilla stuffed with scallops, shrimp and crab meat, topped with a special sauce and served with rice and beans, vegetables, sour cream and guacamole",Burrito
